Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks
1105,2016-02-17,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,,
1106,2016-02-18,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,,
1107,2016-02-18,Careongo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,300000.0,
1108,2016-02-18,Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,350000.0,
1109,2016-02-19,Jaypore,ECommerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,5000000.0,
1110,2016-02-22,SigTuple,Technology,Healthcare based Tech Solutions,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,,
1111,2016-02-23,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,,
1112,2016-02-25,OfBusiness,eCommerce,B2B commerce Marketplace,Gurgaon,Matrix Partners India,Private Equity,5000000.0,
1113,2016-02-25,Funcart,eCommerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding,70000.0,
1114,2016-02-26,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,145000.0,
1115,2016-02-29,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,13000000.0,
1116,2016-01-01,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,,
1117,2016-01-04,DogSpot,ECommerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Funding,,
1118,2016-01-04,Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,,
1119,2016-01-04,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0,
1120,2016-01-05,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,
1121,2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,100000.0,
1122,2016-01-05,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,,
1123,2016-01-06,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,,
1124,2016-01-06,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,,
1125,2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,750000.0,
1126,2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,150000.0,
1127,2016-01-06,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000.0,
1128,2016-01-06,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,750000.0,
1129,2016-01-07,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.0,
1130,2016-01-08,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,5000000.0,
1131,2016-01-08,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.0,
1132,2016-01-09,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,,
1133,2016-01-11,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400000.0,
1134,2016-01-11,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,1000000.0,
1135,2016-01-12,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000.0,
1136,2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000.0,
1137,2016-01-13,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000000.0,
1138,2016-01-13,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,,
1139,2016-01-14,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,,
1140,2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,,
1141,2016-01-15,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,,
1142,2016-01-19,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,1400000.0,
1143,2016-01-19,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5000000.0,
1144,2016-01-19,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500000.0,
1145,2016-01-20,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,1800000.0,
1146,2016-01-20,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000000.0,
1147,2016-01-20,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,4000000.0,
1148,2016-01-20,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,,
1149,2016-01-21,FirstCry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,,
1150,2016-01-21,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000.0,
1151,2016-01-22,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000.0,
1152,2016-01-22,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,515000.0,
1153,2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000.0,
1154,2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000.0,
1155,2016-01-22,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Funding,,
1156,2016-01-25,SkyCandle,ECommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private Equity,,
1157,2016-01-27,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,,
1158,2016-01-27,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,4000000.0,
1159,2016-01-27,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Funding,1000000.0,
1160,2016-01-27,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Funding,,
1161,2016-01-28,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,1000000.0,
1162,2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370000.0,
1163,2016-01-28,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,,
1164,2016-01-28,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,Seed Funding,,
1165,2016-01-29,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150000.0,
1166,2016-01-29,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,1100000.0,
1167,2016-01-29,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,,
1168,2015-12-01,CollegeDekho,Online Education Information platform,,Jaipur,GirnarSoft,Seed Funding,1000000.0,
1169,2015-12-01,Black White Orange Brands,Brand Licensing Startup,,Mumbai,YouWeCan Ventures,Seed Funding,,
1170,2015-12-01,Biteclub,Gourmet Food Discovery & Delivery platform,,Gurgaon,growX ventures,Private Equity,,Pre-Series A
1171,2015-12-01,Patel Logistics,Transportation & Logistics Platform,,Mumbai,Frontline Strategy,Private Equity,5600000.0,
1172,2015-12-01,Wigzo,Enterprise Marketing Automation platform,,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000.0,Pre-Series A
1173,2015-12-01,Zapluk,"Health, Wellness & Beauty Services App",,Hyderabad,,Seed Funding,,
1174,2015-12-01,Godof Hospitals,Digital Healthcare,,New Delhi,Pankaj Gupta,Seed Funding,2000000.0,
1175,2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500000.0,
1176,2015-12-02,Kaaryah,Womens Fashion Wear Portal,,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,Pre-Series A
1177,2015-12-03,Anakage,Product Learning platform,,Bangalore,CIO Angel Network (CAN),Seed Funding,,
1178,2015-12-03,EasyKhaana,Online Food ordering & Delivery platform,,New Delhi,Undisclosed investors,Seed Funding,100000.0,
1179,2015-12-03,Shuttl,App based Bus Pooling Services,,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,Series B
1180,2015-12-03,Eckovation,Social Learning Platform,,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,
1181,2015-12-03,Fitcircle,Social Fitness platform,,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,Pre-Series A
1182,2015-12-04,Applop,On Demand Mobile app developer,,Kolkata,GHV Accelerator,Seed Funding,100000.0,
1183,2015-12-04,CaRPM,Car Maintenance & Management mobile app,,Gurgaon,GHV Accelerator,Seed Funding,100000.0,
1184,2015-12-04,NDTV Wedding portal,Online Wedding Marketplace,,New Delhi,CerraCap,Private Equity,20000000.0,Series A
1185,2015-12-04,Splitkart,Splitting Bills Mobile App,,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,
1186,2015-12-07,Zenatix,IOT Energy Management Analytics platform,,Gurgaon,Blume Ventures,Private Equity,,Pre-Series A
1187,2015-12-07,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Agnus Capital,Private Equity,4500000.0,Series A
1188,2015-12-07,Faasos,QSR Chain,,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30000000.0,Series C
1189,2015-12-07,Vlurn,eLearning platform,,Mumbai,Vidyadhar Sarfare,Seed Funding,,
1190,2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000.0,
1191,2015-12-07,Coolshare,Cab Sharing service Mobile app,,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,
1192,2015-12-08,mFicient,Cloud Enterprise Mobility Platform,,New Delhi,Undisclosed investors,Seed Funding,,
1193,2015-12-08,HeyBiz,Online Shopping Assistant Mobile app,,New Delhi,Shopclues,Seed Funding,,Strategic Funding
1194,2015-12-08,Yumist,Home Cooked Food Order & Delivery platform,,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0,Series A
1195,2015-12-09,Jigsaw Academy,Online School for Analytics learning,,Bangalore,Manipal Global Education Services,Private Equity,3000000.0,Series A
1196,2015-12-09,JoeHukum,Chat based personal Assistant App,,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,
1197,2015-12-09,Voxweb,Picture creation & Social mobile app,,Mumbai,Undisclosed Investor,Seed Funding,350000.0,
1198,2015-12-09,Aye Finance,Nonbanking finance company,,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0,Series B
1199,2015-12-09,JumboBasket,eCommerce returns etailer,,Chandigarh,Chandigarh Angels Network,Seed Funding,,
1200,2015-12-10,BlackBuck,Online Freight Services Aggregator,,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,Series B
1201,2015-12-10,HomeStudio,Online Branded Furniture etailer,,Bangalore,Bren Corporation,Private Equity,5000000.0,Series A
1202,2015-12-10,PropheSee,Digital Analytics Platform,,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,
1203,2015-12-10,i2e1,Internet Network Infrastructure Services,,New Delhi,GrowX Ventures,Seed Funding,500000.0,
1204,2015-12-10,Holisol Logistics,Supply Chain & Logistics Solutions,,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0,
1205,2015-12-10,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,
1206,2015-12-10,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mitesh Majithia,Private Equity,2500000.0,Pre-Series A
1207,2015-12-10,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0,Series A
1208,2015-12-11,EureQa,Test Automation SAAS platform,,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,
1209,2015-12-11,LocalCircles,Citizens Engagement Platform,,Noida,Anand Mahindra,Private Equity,,
1210,2015-12-11,GetFocus,Indoor Navigation & Analytics Solutions,,Mumbai,Undisclosed investors,Seed Funding,,
1211,2015-12-11,UrbanClap,Hyperlocal On-Demand Household Services platform,,Gurgaon,Ratan Tata,Private Equity,,
1212,2015-12-11,OnlineRTI,Online RTI application services,,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,
1213,2015-12-11,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,,
1214,2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,
1215,2015-12-11,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,Yet to Launch platform
1216,2015-12-14,Capricoast,Modular Furnishings Marketplace,,Bangalore,"Accel Partners India, RB Investments",Private Equity,3500000.0,Series A
1217,2015-12-14,JetSetGo,Private Jet Bookings Marketplace,,Bangalore,Puneet Dalmia,Private Equity,,
1218,2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,New Delhi,Prashanth Ranganathan,Seed Funding,200000.0,
1219,2015-12-14,Whoop,Performance Optimization Platform for athletes,,Boston,Infosys,Private Equity,3000000.0,Series A
1220,2015-12-15,BookEventz,Event Venue Booking Platform,,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,,
1221,2015-12-15,Deal Street Asia,Digital Media Platform,,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,,
1222,2015-12-15,Streamoid,visual search and discovery platform,,Bangalore / Palo Alto,Undisclosed,Seed Funding,1000000.0,
1223,2015-12-16,Housejoy,Home services marketplace,,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0,Series B
1224,2015-12-16,Bluebirch,End to End reverse logistics Solution platform,,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000.0,
1225,2015-12-16,MeraDoctor,Virtual Health consultation app,,Mumbai,Unilazer,Private Equity,1200000.0,Pre-Series A
1226,2015-12-16,STAGE 3,Online Renting platform,,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,,
1227,2015-12-17,Rivigo,Logistics Services Provider,,Gurgaon,SAIF Partners and others,Private Equity,30000000.0,Series B (includes Debt financing)
1228,2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000.0,
1229,2015-12-17,Eatfresh,Online marketplace for Chef Meals,,Bangalore,Kalaari Capital,Private Equity,,
1230,2015-12-18,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000.0,
1231,2015-12-18,Focus Digit,ECommerce platform solutions,,New Delhi,Turning Ideas,Seed Funding,,
1232,2015-12-18,The News Minute,Online Media Publication,,Bangalore,Quintillion Media,Seed Funding,,
1233,2015-12-18,CBREX,International Hiring Platform,,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000.0,
1234,2015-12-21,TruckMandi,Logistics Service Provider Marketplace,,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000.0,Pre-Series A
1235,2015-12-21,Peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,,Gurgaon,Innoven Capital,Private Equity,4000000.0,part of $40M Series B round
1236,2015-12-21,KOOH Sports,Sports Education Platform,,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000.0,Series A
1237,2015-12-22,RentOnGo,"Bike, Appliances Renting marketplace",,Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,,
1238,2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,,
1239,2015-12-22,Zapr,Reward points mobile app,,Gurgaon,Dinesh Agarwal,Seed Funding,,
1240,2015-12-22,LatestOne,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.0,Additional investment from parent company
1241,2015-12-22,PlanetGogo,Content Discovery & reward points platform,,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,,
1242,2015-12-22,Arya.ai,Artificial Intelligence platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0,Series A
1243,2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0,pre-Series A
1244,2015-12-22,MobieFit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,1000000.0,Strategic Investment
1245,2015-12-23,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private Equity,,
1246,2015-12-23,Mech Mocha,Mobile Game development & Design platform,,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0,
1247,2015-12-23,Shotang.com,B2B eCommerce Marketplace,,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0,Series A
1248,2015-12-23,CityFurnish,Furniture and appliances rental platform,,Gurgaon,Jitendra Gupta,Seed Funding,,
1249,2015-12-24,Black White Orange,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0,
1250,2015-12-24,Kolabro,Real Estate focused Tech platform,,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,,
1251,2015-12-24,Canvera,Photographer Online search & booking platform,,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0,
1252,2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0,
1253,2015-12-28,Bumper,Mobile Car Servicing appointment app,,Bangalore,SAIF Partners,Seed Funding,500000.0,
1254,2015-12-29,Hotify,New Curation Mobile App,,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0,
1255,2015-12-29,MobiKwik,Mobile Wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0,Additional Funding
1256,2015-12-30,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Yuvraj Singh,Seed Funding,,Yet to Launch
1257,2015-11-02,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,
1258,2015-11-02,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed Funding,750000.0,
1259,2015-11-03,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private Equity,,Bridge funding
1260,2015-11-03,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,Ratan Tata,Private Equity,,
1261,2015-11-03,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,Series B
1262,2015-11-03,oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,
1263,2015-11-03,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed Funding,385000.0,Funding happened in Sept 2015
1264,2015-11-03,LoanBaba,Online Loans Marketplace,,Mumbai,,Seed Funding,320000.0,
1265,2015-11-03,Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,
1266,2015-11-03,Bidgely,Efficient Energy Management platform,,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,Series B
1267,2015-11-04,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed Funding,250000.0,
1268,2015-11-04,Paytunes,Voice Call incentivization mobile app,,New Delhi,CIO Angel Network,Seed Funding,,
1269,2015-11-04,YourDOST,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,
1270,2015-11-05,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,
1271,2015-11-05,MyIndianStay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed Funding,200000.0,
1272,2015-11-05,Bobble,Selfie Mobile App,,New Delhi,SAIF Partners & others,Private Equity,,Series A
1273,2015-11-06,RepUp,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed Funding,,
1274,2015-11-06,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,Pre-Series A Bridge
1275,2015-11-06,POPxo.com,Online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,Series A
1276,2015-11-06,SparesHub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,Pre-Series A
1277,2015-11-06,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,Pre-Series A
1278,2015-11-06,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,,2nd seed funding
1279,2015-11-06,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,Series A
1280,2015-11-09,AppVirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,Pre-Series A
1281,2015-11-09,iStar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,Series A
1282,2015-11-09,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,1000000.0,Pre-Series A
1283,2015-11-09,Zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,Series A
1284,2015-11-09,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,
1285,2015-11-09,Skoov.com,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,150000.0,
1286,2015-11-10,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,Series A
1287,2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,,
1288,2015-11-11,Delight Foods,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,Series A
1289,2015-11-11,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,
1290,2015-11-11,RenewBuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,
1291,2015-11-11,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,,
1292,2015-11-12,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,250000.0,
1293,2015-11-13,Flashdoor,On Demand Laundry Service platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,,
1294,2015-11-16,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,3700000.0,Series A
1295,2015-11-16,Absentia,Virtual Reality Headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,
1296,2015-11-16,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Funding,,
